id,url,product_title,brand,images,rating,price_before_sale,sale_flag,price_after_sale,details,specifications,material,material_polyester_flag,material_cotton_flag,material_viscose_flag,material_elastane_flag,material_nylon_flag,material_polyester_percentage
104,https://www.thebay.com/product/levis-720-high-waisted-super-skinny-jeans-0600091713371.html?dwvar_0600091713371_color=BLUE, 720 High-Waisted Super Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/055801474185_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801474185_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,84.95,1,59.99,"Designed to flatter, hold and lift","Five-pocket-style, Button closure with zip fly, cotton/, polyester/, elastane, Machine wash, Imported",85% cotton/12% polyester/3% elastane,1,1,0,1,0,12
105,https://www.thebay.com/product/levis-721-high-waisted-skinny-jeans-0600091713096.html?dwvar_0600091713096_color=LAPIS_AIR, 721 High-Waisted Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/55801504899_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/55801504899_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",2.0,84.95,1,59.99,Flatters your waist and holds you in,"Five pocket style, cotton/, viscose/, polyester/, elastane, Machine wash, Imported",60% cotton/22% viscose/16% polyester/2% elastane,1,1,1,1,0,16
106,https://www.thebay.com/product/levis-721-high-rise-skinny-jeans-azure-mood-0600091516815.html?dwvar_0600091516815_color=AZURE_MOOD, 721 High-Rise Skinny Jeans Azure Mood,Levi's,"https://image.s5a.com/is/image/TheBay/055801297333_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801297333_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801297333_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801297333_alt3?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,Flatters your waist and holds you in,"Belt loops, Zip fly with button closure, Five pocket style, cotton/, polyester/, elastane, Machine wash, Imported",92% cotton/6% polyester/2% elastane,1,1,0,1,0,6
107,https://www.thebay.com/product/levis-724-high-rise-straight-fit-jeans-0600090399121.html?dwvar_0600090399121_color=BLACK, 724 High Rise Straight-Fit Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/57064900401_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/57064900401_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,84.95,0,84.95,Timeless high-rise straight jeans with logo patch at back waist,"Five-pocket style, Button closure, Zip fly, Belt loops, Cotton/polyester/elastane, Machine wash, Imported",NA,1,0,0,1,0,0
108,https://www.thebay.com/product/levis-close-to-the-edge-721-high-rise-skinny-jeans-0600092331113.html?dwvar_0600092331113_color=CLOSE_TO, Close To The Edge 721 High-Rise Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/800322719969_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/800322719969_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,"Embraces your figure, lengthens your legs and holds your shape perfectly","Five-pocket style, Zip fly with button closure, Destructed details, cotton/, polyester/, elastane, Machine wash, Imported",78% cotton/21% polyester/1% elastane,1,1,0,1,0,21
109,https://www.thebay.com/product/levis-720-high-rise-super-skinny-jeans-0600090450452.html?dwvar_0600090450452_color=BLACK_SQUARED, 720 High Rise Super Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/057064839473_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/057064839473_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",2.0,84.95,1,59.99,"Levi's signature 'Lot 700' fits are the ultimate look-amazing jeans, designed to flatter, hold and lift—all day, everyday","Five-pocket style, Belt loops, Zip fly and button closure, Slim through hip and thigh, High rise, Cotton/polyester/elastane, Machine wash, Imported",NA,1,0,0,1,0,0
110,https://www.thebay.com/product/levis-720-high-rise-super-skinny-jeans-0600090450460.html?dwvar_0600090450460_color=INDIGO, 720 High Rise Super Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/057064839671_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/057064839671_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,"Levi's signature 'Lot 700' fits are the ultimate look-amazing jeans, designed to flatter, hold and lift—all day, everyday","Five-pocket style, Belt loops, Zip fly with button closure, Slim through hip and thigh, Super skinny leg, High rise, Cotton/polyester/elastane, Machine wash, Imported",NA,1,0,0,1,0,0
111,https://www.thebay.com/product/levis-720-high-rise-super-skinny-jeans-0600090916640.html?dwvar_0600090916640_color=INDIGO_ATLAS, 720 High-Rise Super Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/057064781147_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/057064781147_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/057064781147_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/057064781147_alt3?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",3.0,84.95,1,59.99,"Flatter your waist and holds you in with these sleek, comfortable high-rise jeans","Five-pocket style, Button closure, Zip fly, Belt loops, Cotton/polyester/lyocell/elastane, Machine wash, Imported",NA,1,0,0,1,0,0
112,https://www.thebay.com/product/levis-724-high-rise-straight-jeans-carbon-glow-0600091335758.html?dwvar_0600091335758_color=CARBON_GLOW, 724 High-Rise Straight Jeans Carbon Glow,Levi's,"https://image.s5a.com/is/image/TheBay/055801194076_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801194076_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801194076_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801194076_alt3?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,Flatters your waist with this cotton high-rise jeans in straight silhouette,"Five-pocket style, Button closure, Zip fly, Belt loops, Back logo patch detail, Cotton/elastomultiester/elastane, Machine wash, Imported",NA,0,1,0,1,0,0
113,https://www.thebay.com/product/levis-mile-high-super-skinny-jeans-toronto-upgrade-0600092008588.html?dwvar_0600092008588_color=BLUE, Mile High Super Skinny Jeans Toronto Upgrade,Levi's,"https://image.s5a.com/is/image/TheBay/055801592780_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801592780_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,These jeans feature a waist emphasizing high-rise with a super sleek skinny silhouette,"Five-pocket style
, Button closure
, Zip fly
, Belt loops
, Logo patch at back waist
, Extra high-rise
, cotton/, polyester/, elastane
, Machine wash
, Imported

","85% cotton/12% polyester/3% elastane
",1,1,0,1,0,12
114,https://www.thebay.com/product/levis-312-shaping-slim-jeans-0600090450444.html?dwvar_0600090450444_color=DARKEST_SKY, 312 Shaping Slim Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/679007667914_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/679007667914_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/679007667914_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/679007667914_alt3?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,84.95,1,59.99,Style meets next-level shaping,,NA,1,0,0,1,0,0
115,https://www.thebay.com/product/levis-311-shaping-skinny-jeans-oahu-mountain-dew-0600091516831.html?dwvar_0600091516831_color=MORNING_DEW, 311 Shaping Skinny Jeans Oahu Mountain Dew,Levi's,"https://image.s5a.com/is/image/TheBay/055801302334_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801302334_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,Slims tummy and contours curves,"Belt loops, Zip fly with button closure, Five pocket style, Ankle-length hem, cotton/, polyester/, elastane, Machine wash, Imported",79% cotton/19% polyester/2%elastane,1,1,0,1,0,19
116,https://www.thebay.com/product/levis-501-skinny-jeans-0600092269969.html?dwvar_0600092269969_color=CABO_TORNA, 501 Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/800322880126_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/800322880126_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,Close your eyes,"Five-pocket style, Button fly, Raw hem, cotton/, elastane, Machine wash, Imported",99% cotton/1% elastane,0,1,0,1,0,0
117,https://www.thebay.com/product/levis-721-high-rise-skinny-jeans-0600092269891.html?dwvar_0600092269891_color=TRIBECA_KNOCKOUT, 721 High-Rise Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/055801585720_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801585720_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,"Embraces your figure, lengthens your legs and holds your shape perfectly","Five-pocket style, Belt loops, Zip fly with front button closure, Distressed detailing, Levi's, Sculpt, Hypersoft, cotton/, viscose/, polyester/, elastane, Machine wash, Imported",71% cotton/21% viscose/6% polyester/2% elastane,1,1,1,1,0,6
118,https://www.thebay.com/product/levis-312-shaping-slim-jeans-0600090861737.html?dwvar_0600090861737_color=DAY_DREAMER, 312 Shaping Slim Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/055801917255_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801917255_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,59.99,Slims tummy and contours curves,"Five-pocket style, Zip fly, Features innovative tummy-slimming panel, Cotton/polyester/elastane, Machine wash, Imported",NA,1,0,0,1,0,0
119,https://www.thebay.com/product/levis-tapered-high-waist-mom-jeans-0600092269953.html?dwvar_0600092269953_color=ECO_OCEAN, Tapered High-Waist Mom Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/800322728916_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/800322728916_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,84.95,1,59.99,A vintage-inspired fit with a flattering high waist,"Five-pocket style, Belt loops, Zip fly with front button closure, cotton/, other fibres, Machine wash, Imported","97% cotton/3% other fibres, 20% recycled denim. ",0,1,0,0,0,0
120,https://www.thebay.com/product/levis-plus-721-high-rise-skinny-jeans-0600091514715.html?dwvar_0600091514715_color=AZURE_MOOD, Plus 721 High-Rise Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/055801340558_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/055801340558_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",4.8,89.95,1,69.99,Flatters your waist and holds you in,"Belt loops, Zip fly with button closure, Five pocket style, Cotton/polyester/elastane, Machine wash, Imported",NA,1,1,0,1,0,0
121,https://www.thebay.com/product/levis-711-mid-rise-skinny-jeans-0600090107749.html?dwvar_0600090107749_color=BLACK, 711 Mid-Rise Skinny Jeans,Levi's,"https://image.s5a.com/is/image/TheBay/679007698314_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/679007698314_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/679007698314_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",3.0,84.95,1,59.99,"Figure-hugging cotton blend jeans designed to flatter, hold and lift all-dayBelt loopsFive-pocket styleButton closureZip flyBack logo patchSkinny-fitSmall inseam, about 28""Medium inseam, about 30""Large inseam, about 32""Extra large inseam, about 34Cotton/polyester/elastaneMachine washImported","Figure-hugging cotton blend jeans designed to flatter, hold and lift all-day, Belt loops, Five-pocket style, Button closure, Zip fly, Back logo patch, Skinny-fit, Small inseam, about , Medium inseam, about , Large inseam, about , Extra large inseam, about , Cotton/polyester/elastane, Machine wash, Imported

",NA,1,1,0,1,0,0
122,https://www.thebay.com/product/design-lab-design-lab-x-justin-broadbent-graphic-t-shirt-0600092316803.html?dwvar_0600092316803_color=WHITE_1, Design Lab X Justin Broadbent Graphic T-Shirt,Design Lab,"https://image.s5a.com/is/image/TheBay/886680502795_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/886680502795_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,39.99,0,39.99,From the Design Lab x Justin Broadbent Collection,"Crewneck, Short sleeves, Pullover style, Dropped shoulders, Front graphic, cotton knit jersey, Machine wash, Imported",100% cotton knit jersey,0,1,0,0,0,0
123,https://www.thebay.com/product/levis-ellie-denim-shirtdress-0600092269996.html?dwvar_0600092269996_color=MID_MARBLE, Ellie Denim Shirtdress,Levi's,"https://image.s5a.com/is/image/TheBay/800322751082_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/800322751082_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.95,1,62.96,"A darling button-down denim dress with a timeless style, darted at the waist and featuring oversized buttons going all the way down, for a figure-flattering silhouette","Point collar, Long sleeves, Front button placket, Buttoned cuffs, Two button-flap chest pockets, Waist darts, cotton, Machine wash, Imported",100% cotton,0,1,0,0,0,0
124,https://www.thebay.com/product/design-lab-justin-broadbent-x-design-lab-oversized-graphic-hoodie-0600092316827.html?dwvar_0600092316827_color=GREY_MIX_1, Justin Broadbent x Design Lab Oversized Graphic Hoodie,Design Lab,"https://image.s5a.com/is/image/TheBay/886680502269_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/886680502269_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,49.99,0,49.99,From the Justin Broadbent x Design Lab Collaboration,"Attached hood, Long sleeves, Pullover style, Front kangaroo pocket, Graphic print details from front to back, cotton/, polyester knit fleece, Machine wash, Imported",60% cotton/40% polyester knit fleece,1,1,0,0,0,40
125,https://www.thebay.com/product/levis-faux-shearling-loose-trucker-jacket-0600092331174.html?dwvar_0600092331174_color=DEAD_OF_WI, Faux Shearling Loose Trucker Jacket,Levi's,"https://image.s5a.com/is/image/TheBay/800322838707_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/800322838707_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,149.95,1,104.96,A trucker jacket with a fuzzy faux shearling collar and sleeves,"Spread collar, Long sleeves with buttoned cuffs, Full button placket, Fur type: , Faux, cotton, Machine wash, Imported",100% cotton,0,1,0,0,0,0
126,https://www.thebay.com/product/design-lab-design-lab-x-justin-broadbent-long-sleeve-graphic-t-shirt-0600092316851.html?dwvar_0600092316851_color=WHITE_2, Design Lab X Justin Broadbent Long-Sleeve Graphic T-Shirt,Design Lab,"https://image.s5a.com/is/image/TheBay/886680502627_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/886680502627_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,39.99,0,39.99,From the Design Lab x Justin Broadbent Collection,"Crewneck, Long sleeves, Pullover style, Front and back graphic, cotton knit jersey, Machine wash, Imported",% cotton knit jersey,0,1,0,0,0,0
127,https://www.thebay.com/product/levis-cosmic-bloom-oversized-hooded-sweatshirt-0600092331169.html?dwvar_0600092331169_color=COSMIC_BLOOM, Cosmic Bloom Oversized Hooded Sweatshirt,Levi's,"https://image.s5a.com/is/image/TheBay/800322890231_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/800322890231_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,79.95,1,55.96,An oversized hoodie that's almost too cozy to take off,"Hooded neck, Long sleeves with drop shoulders, Pullover style, Kangaroo pocket, Ribbed cuffs and hem, cotton/, polyester, Machine wash, Imported",60% cotton/40% polyester,1,1,0,0,0,40
128,https://www.thebay.com/product/levis-graphic-prism-crew-starstruck-sweatshirt-0600092331179.html?dwvar_0600092331179_color=MV_MULTI_LEVI_S, Graphic Prism Crew Starstruck Sweatshirt,Levi's,"https://image.s5a.com/is/image/TheBay/800322890330_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/800322890330_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,69.95,1,48.96,This is the oversized sweatshirt your bike shorts have been waiting for,"Crewneck, Long sleeves with drop shoulders, Pullover style, Logo print at the chest, Ribbed cuffs and hem, cotton/, polyester, Machine wash, Imported",60% cotton/40% polyester,1,1,0,0,0,40
129,https://www.thebay.com/product/nia-topanga-shacket-0600092300020.html?dwvar_0600092300020_color=TRUFFLE, Topanga Shacket,NIA,"https://image.s5a.com/is/image/TheBay/810069674926_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/810069674926_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,154.0,1,115.5,Oversized shacket with an allover plaid print and faux shearling for warmth,"Spread collar, Long sleeves, Button front closure, Chest foldover flap button pockets, Faux shearling lining, polyester/, wool, Dry clean, Imported",95% polyester/5% wool,1,0,0,0,0,95
130,https://www.thebay.com/product/hudsons-bay-rib-knit-cashmere-open-cardigan-0600092188761.html?dwvar_0600092188761_color=EBONY, Rib-Knit Cashmere Open Cardigan,Hudson's Bay,"https://image.s5a.com/is/image/TheBay/400921887627_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/400921887627_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,199.99,1,179.99,"Classic, comfy cardigan rendered in supple cashmere","Shawl collar, Long sleeves, Open front, Waist patch pockets, cashmere, Hand wash, Imported",100% cashmere,0,0,0,0,0,0
131,https://www.thebay.com/product/hudsons-bay-cashmere-crewneck-sweater-0600092188796.html?dwvar_0600092188796_color=MILKY_GREEN, Cashmere Crewneck Sweater,Hudson's Bay,"https://image.s5a.com/is/image/TheBay/400921887979_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/400921887979_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,119.99,1,99.99,"Classic pullover rendered in comfy, supple cashmere","Crewneck, Long sleeves, Pullover style, Ribbed trim, cashmere, Hand wash, Imported",100% cashmere,0,0,0,0,0,0
132,https://www.thebay.com/product/mango-rib-knit-drop-shoulder-mockneck-sweater-0600092384392.html?dwvar_0600092384392_color=LIGHT_BEIGE, Rib-Knit Drop-Shoulder Mockneck Sweater,Mango,"https://image.s5a.com/is/image/TheBay/8445438139830_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438139830_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438139830_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438139830_alt3?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438139830_alt4?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438139830_alt5?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,69.99,1,52.49,"A cool-weather staple featuring drop-shoulders and button closures, you'll want to snuggle up in this cozy sweater","Mockneck, Long drop-shoulder sleeves, Front four-button closures, Ribbed neck and cuffs, viscose/, polyester/, polyamide, Hand wash, Imported",48% viscose/31% polyester/21% polyamide,1,0,1,0,0,31
133,https://www.thebay.com/product/mango-cotton-knit-v-neck-sweater-0600092384185.html?dwvar_0600092384185_color=AQUA, Cotton-Knit V-Neck Sweater,Mango,"https://image.s5a.com/is/image/TheBay/8445438186834_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438186834_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438186834_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438186834_alt3?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438186834_alt4?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438186834_alt5?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,59.99,1,44.99,"A versatile V-neck sweater, softly knitted in a relaxed silhouette for your cold-weather wardrobe rotation","V-neck, Dropped shoulders, Long sleeves, Pullover style, Vented hems, cotton, Hand wash, Imported",100% cotton,0,1,0,0,0,0
134,https://www.thebay.com/product/mango-rib-knit-long-sleeve-t-shirt-0600092384502.html?dwvar_0600092384502_color=PASTEL_BLUE, Rib-Knit Long-Sleeve T-Shirt,Mango,"https://image.s5a.com/is/image/TheBay/8445438162555_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438162555_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438162555_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438162555_alt3?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/8445438162555_alt4?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,39.99,1,29.99,"Tailored in a rib-knit pattern, this highneck T-shirt is an ideal pick for chic versatility","Highneck, Long sleeves, Pullover style, Rib-knit fabrication, polyester/, recycled polyester/, viscose/, elastane, Machine wash, Imported",43% polyester/30% recycled polyester/24% viscose/3% elastane,1,0,1,1,0,30
135,https://www.thebay.com/product/hudsons-bay-womens-cashmere-duster-cardigan-0600092188776.html?dwvar_0600092188776_color=STONE_HEATHER, Women's Cashmere Duster Cardigan,Hudson's Bay,"https://image.s5a.com/is/image/TheBay/400921887825_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/400921887825_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,199.99,1,179.99,"A long, lean cardigan rendered in supple cashmere with ribbed trim makes a versatile layering piece","Collarless, Long sleeves, Open front, Patch pockets, Rib-knit trimmed cuffs, hem and pockets, cashmere, Hand wash, Imported",100% cashmere,0,0,0,0,0,0
136,https://www.thebay.com/product/hudsons-bay-womens-cashmere-crewneck-cardigan-0600092188786.html?dwvar_0600092188786_color=PRISM_PINK, Women's Cashmere Crewneck Cardigan,Hudson's Bay,"https://image.s5a.com/is/image/TheBay/400921887924_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/400921887924_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,119.99,1,99.99,"Classic sweater style, rendered in supple cashmeremakes a versatile layering piece","Crewneck, Long sleeves, Pullover style, Ribbed trim, cashmere, Hand wash, Imported",100% cashmere,0,0,0,0,0,0
137,https://www.thebay.com/product/dex-open-front-boucle-cardigan-0600092328806.html?dwvar_0600092328806_color=BLACK_PINE_SPECKLE, Open-Front Boucle Cardigan,Dex,"https://image.s5a.com/is/image/TheBay/627962889636_main?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/627962889636_alt1?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0 https://image.s5a.com/is/image/TheBay/627962889636_alt2?wid=480&hei=640&qlt=90&resMode=sharp2&op_usm=0.9,1.0,8,0",NA,89.0,1,53.4,"Draping to a graceful longline silhouette, this cardigan has an open-front design for an effortless throw-on-and-go style","Shawl collar, Long sleeves, Open front, polyester/, acrylic, Hand wash, Imported",76% polyester/24% acrylic,1,0,0,0,0,76
